specimen_collection_date,new_cases,cumulative_cases,data_as_of,data_loaded_at
04/11/2020 12:00:00 AM,23,1041,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/14/2020 12:00:00 AM,46,1138,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/17/2020 12:00:00 AM,40,1261,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/20/2020 12:00:00 AM,37,1346,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/23/2020 12:00:00 AM,46,1454,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/26/2020 12:00:00 AM,32,1572,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/29/2020 12:00:00 AM,49,1730,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/02/2020 12:00:00 AM,46,1849,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/05/2020 12:00:00 AM,44,1948,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/08/2020 12:00:00 AM,27,2043,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/11/2020 12:00:00 AM,27,2082,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/14/2020 12:00:00 AM,36,2204,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/17/2020 12:00:00 AM,10,2257,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/20/2020 12:00:00 AM,42,2375,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/23/2020 12:00:00 AM,17,2451,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/26/2020 12:00:00 AM,47,2518,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/29/2020 12:00:00 AM,32,2609,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/01/2020 12:00:00 AM,38,2695,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/04/2020 12:00:00 AM,38,2805,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/07/2020 12:00:00 AM,17,2866,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/10/2020 12:00:00 AM,19,2953,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/13/2020 12:00:00 AM,20,3023,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/16/2020 12:00:00 AM,48,3121,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/19/2020 12:00:00 AM,43,3259,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/22/2020 12:00:00 AM,105,3437,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/25/2020 12:00:00 AM,66,3643,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/28/2020 12:00:00 AM,36,3799,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/01/2020 12:00:00 AM,80,4050,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/04/2020 12:00:00 AM,27,4260,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/07/2020 12:00:00 AM,100,4497,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/10/2020 12:00:00 AM,127,4843,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/13/2020 12:00:00 AM,139,5116,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/16/2020 12:00:00 AM,145,5576,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/19/2020 12:00:00 AM,74,5883,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/22/2020 12:00:00 AM,127,6285,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/25/2020 12:00:00 AM,77,6605,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/28/2020 12:00:00 AM,96,6855,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/31/2020 12:00:00 AM,115,7233,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/03/2020 12:00:00 AM,103,7447,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/06/2020 12:00:00 AM,101,7764,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/09/2020 12:00:00 AM,60,8014,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/12/2020 12:00:00 AM,132,8355,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/15/2020 12:00:00 AM,66,8631,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/18/2020 12:00:00 AM,81,8829,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/21/2020 12:00:00 AM,77,9088,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/24/2020 12:00:00 AM,92,9264,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/27/2020 12:00:00 AM,100,9534,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/30/2020 12:00:00 AM,33,9679,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/02/2020 12:00:00 AM,82,9928,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/05/2020 12:00:00 AM,37,10135,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/08/2020 12:00:00 AM,68,10277,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/11/2020 12:00:00 AM,91,10490,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/14/2020 12:00:00 AM,95,10650,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/17/2020 12:00:00 AM,52,10855,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/20/2020 12:00:00 AM,18,10999,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/23/2020 12:00:00 AM,66,11170,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/26/2020 12:00:00 AM,20,11317,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/29/2020 12:00:00 AM,44,11443,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/02/2020 12:00:00 AM,23,11558,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/05/2020 12:00:00 AM,25,11616,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/08/2020 12:00:00 AM,38,11726,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/11/2020 12:00:00 AM,16,11797,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/14/2020 12:00:00 AM,32,11906,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/17/2020 12:00:00 AM,23,12009,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/20/2020 12:00:00 AM,42,12100,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/23/2020 12:00:00 AM,53,12238,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/26/2020 12:00:00 AM,49,12354,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/29/2020 12:00:00 AM,50,12542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/01/2020 12:00:00 AM,34,12684,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/04/2020 12:00:00 AM,125,13005,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/07/2020 12:00:00 AM,65,13304,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/10/2020 12:00:00 AM,114,13576,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/13/2020 12:00:00 AM,107,13934,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/16/2020 12:00:00 AM,170,14240,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/19/2020 12:00:00 AM,170,14734,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/22/2020 12:00:00 AM,80,15071,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/25/2020 12:00:00 AM,162,15605,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/28/2020 12:00:00 AM,107,15890,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/01/2020 12:00:00 AM,305,16595,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/04/2020 12:00:00 AM,235,17416,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/07/2020 12:00:00 AM,324,17995,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/10/2020 12:00:00 AM,314,18929,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/13/2020 12:00:00 AM,127,19569,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/16/2020 12:00:00 AM,341,20660,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/19/2020 12:00:00 AM,126,21391,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/22/2020 12:00:00 AM,332,22148,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/25/2020 12:00:00 AM,70,22739,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/28/2020 12:00:00 AM,395,23507,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/31/2020 12:00:00 AM,276,24596,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/03/2021 12:00:00 AM,171,25071,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/06/2021 12:00:00 AM,391,26468,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/09/2021 12:00:00 AM,220,27493,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/12/2021 12:00:00 AM,290,28324,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/15/2021 12:00:00 AM,304,29258,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/18/2021 12:00:00 AM,177,29703,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/21/2021 12:00:00 AM,216,30359,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/24/2021 12:00:00 AM,92,30764,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/27/2021 12:00:00 AM,143,31250,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/30/2021 12:00:00 AM,141,31682,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/02/2021 12:00:00 AM,141,32085,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/05/2021 12:00:00 AM,149,32593,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/08/2021 12:00:00 AM,123,32864,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/11/2021 12:00:00 AM,110,33190,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/14/2021 12:00:00 AM,40,33365,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/17/2021 12:00:00 AM,81,33600,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/20/2021 12:00:00 AM,45,33792,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/23/2021 12:00:00 AM,73,33984,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/26/2021 12:00:00 AM,48,34147,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/01/2021 12:00:00 AM,45,34242,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/04/2021 12:00:00 AM,33,34356,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/07/2021 12:00:00 AM,20,34441,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/10/2021 12:00:00 AM,27,34542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/13/2021 12:00:00 AM,21,34653,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/16/2021 12:00:00 AM,25,34731,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/19/2021 12:00:00 AM,49,34842,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/22/2021 12:00:00 AM,43,34936,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/25/2021 12:00:00 AM,45,35068,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/28/2021 12:00:00 AM,18,35152,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/31/2021 12:00:00 AM,52,35286,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/03/2021 12:00:00 AM,24,35382,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/06/2021 12:00:00 AM,34,35487,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/09/2021 12:00:00 AM,31,35605,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/12/2021 12:00:00 AM,40,35692,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/15/2021 12:00:00 AM,47,35817,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/18/2021 12:00:00 AM,15,35890,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/21/2021 12:00:00 AM,24,35985,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/24/2021 12:00:00 AM,16,36052,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/27/2021 12:00:00 AM,19,36126,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/30/2021 12:00:00 AM,31,36224,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/03/2021 12:00:00 AM,23,36275,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/06/2021 12:00:00 AM,22,36350,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/09/2021 12:00:00 AM,16,36400,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/12/2021 12:00:00 AM,19,36455,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/15/2021 12:00:00 AM,6,36502,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/18/2021 12:00:00 AM,17,36552,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/21/2021 12:00:00 AM,12,36610,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/24/2021 12:00:00 AM,16,36637,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/27/2021 12:00:00 AM,13,36688,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/30/2021 12:00:00 AM,12,36716,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/02/2021 12:00:00 AM,16,36768,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/05/2021 12:00:00 AM,8,36807,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/08/2021 12:00:00 AM,13,36836,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/11/2021 12:00:00 AM,10,36873,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/14/2021 12:00:00 AM,14,36899,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/17/2021 12:00:00 AM,16,36937,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/20/2021 12:00:00 AM,9,36958,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/23/2021 12:00:00 AM,13,37004,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/26/2021 12:00:00 AM,15,37051,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/29/2021 12:00:00 AM,41,37133,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/02/2021 12:00:00 AM,32,37248,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/05/2021 12:00:00 AM,18,37315,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/08/2021 12:00:00 AM,103,37574,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/11/2021 12:00:00 AM,57,37787,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/14/2021 12:00:00 AM,130,38146,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/17/2021 12:00:00 AM,107,38560,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/20/2021 12:00:00 AM,239,39063,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/23/2021 12:00:00 AM,228,39780,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/26/2021 12:00:00 AM,282,40321,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/29/2021 12:00:00 AM,448,41519,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/01/2021 12:00:00 AM,144,42140,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/04/2021 12:00:00 AM,327,43162,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/07/2021 12:00:00 AM,161,43871,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/10/2021 12:00:00 AM,252,44538,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/13/2021 12:00:00 AM,212,45260,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/16/2021 12:00:00 AM,242,45733,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/19/2021 12:00:00 AM,216,46370,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/22/2021 12:00:00 AM,82,46693,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/25/2021 12:00:00 AM,189,47225,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/28/2021 12:00:00 AM,73,47597,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/31/2021 12:00:00 AM,149,47956,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/03/2021 12:00:00 AM,111,48322,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/06/2021 12:00:00 AM,66,48511,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/09/2021 12:00:00 AM,150,48956,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/12/2021 12:00:00 AM,42,49192,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/15/2021 12:00:00 AM,135,49581,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/18/2021 12:00:00 AM,65,49870,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/21/2021 12:00:00 AM,96,50123,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/24/2021 12:00:00 AM,81,50403,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/27/2021 12:00:00 AM,118,50609,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/30/2021 12:00:00 AM,113,50913,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/03/2021 12:00:00 AM,39,51087,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/06/2021 12:00:00 AM,115,51374,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/09/2021 12:00:00 AM,36,51545,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/12/2021 12:00:00 AM,77,51711,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/15/2021 12:00:00 AM,61,51891,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/18/2021 12:00:00 AM,71,52020,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/21/2021 12:00:00 AM,60,52232,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/24/2021 12:00:00 AM,11,52329,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/27/2021 12:00:00 AM,91,52541,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/30/2021 12:00:00 AM,45,52703,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/02/2021 12:00:00 AM,81,52873,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/05/2021 12:00:00 AM,113,53211,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/08/2021 12:00:00 AM,78,53384,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/11/2021 12:00:00 AM,85,53601,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/14/2021 12:00:00 AM,28,53720,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/17/2021 12:00:00 AM,83,53946,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/20/2021 12:00:00 AM,45,54107,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/23/2021 12:00:00 AM,68,54274,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/26/2021 12:00:00 AM,45,54399,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/29/2021 12:00:00 AM,82,54550,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/02/2021 12:00:00 AM,92,54874,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/05/2021 12:00:00 AM,47,55057,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/08/2021 12:00:00 AM,110,55362,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/11/2021 12:00:00 AM,65,55617,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/14/2021 12:00:00 AM,229,56026,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/17/2021 12:00:00 AM,323,56958,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/20/2021 12:00:00 AM,609,58048,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/23/2021 12:00:00 AM,1120,61124,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/26/2021 12:00:00 AM,820,62611,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/29/2021 12:00:00 AM,1752,67897,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/01/2022 12:00:00 AM,303,71184,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/04/2022 12:00:00 AM,3056,78035,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/07/2022 12:00:00 AM,2468,86546,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/10/2022 12:00:00 AM,1716,90612,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/13/2022 12:00:00 AM,2070,96797,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/16/2022 12:00:00 AM,887,100673,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/19/2022 12:00:00 AM,1588,105547,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/22/2022 12:00:00 AM,719,108995,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/25/2022 12:00:00 AM,983,111640,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/28/2022 12:00:00 AM,608,113889,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/31/2022 12:00:00 AM,590,115071,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/03/2022 12:00:00 AM,432,116447,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/06/2022 12:00:00 AM,171,117190,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/09/2022 12:00:00 AM,353,118311,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/12/2022 12:00:00 AM,119,118934,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/15/2022 12:00:00 AM,204,119494,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/18/2022 12:00:00 AM,151,120044,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/21/2022 12:00:00 AM,132,120323,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/24/2022 12:00:00 AM,136,120769,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/27/2022 12:00:00 AM,60,121035,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/02/2022 12:00:00 AM,107,121404,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/05/2022 12:00:00 AM,58,121663,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/08/2022 12:00:00 AM,100,121913,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/11/2022 12:00:00 AM,85,122196,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/14/2022 12:00:00 AM,109,122404,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/17/2022 12:00:00 AM,93,122716,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/20/2022 12:00:00 AM,50,122911,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/23/2022 12:00:00 AM,134,123336,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/26/2022 12:00:00 AM,63,123620,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/29/2022 12:00:00 AM,151,124010,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/01/2022 12:00:00 AM,156,124457,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/04/2022 12:00:00 AM,224,124832,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/07/2022 12:00:00 AM,164,125386,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/10/2022 12:00:00 AM,92,125737,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/13/2022 12:00:00 AM,227,126390,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/16/2022 12:00:00 AM,140,126928,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/19/2022 12:00:00 AM,340,127666,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/22/2022 12:00:00 AM,237,128541,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/25/2022 12:00:00 AM,434,129268,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/28/2022 12:00:00 AM,374,130429,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/01/2022 12:00:00 AM,178,131115,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/04/2022 12:00:00 AM,510,132537,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/07/2022 12:00:00 AM,248,133639,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/10/2022 12:00:00 AM,597,135129,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/13/2022 12:00:00 AM,375,136631,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/16/2022 12:00:00 AM,710,137905,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/19/2022 12:00:00 AM,589,139825,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/22/2022 12:00:00 AM,234,140895,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/25/2022 12:00:00 AM,603,142754,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/28/2022 12:00:00 AM,308,144099,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/31/2022 12:00:00 AM,693,145431,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/03/2022 12:00:00 AM,466,147120,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/06/2022 12:00:00 AM,577,148258,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
